"itemSet","support"
600,291013
["?"],0.3052683407188577
["y"],0.5910881339241753
["p"],1
["f"],1
["c"],0.8552437223042836
["k"],0.6469719350073855
["e"],0.9645494830132939
["d"],0.38749384539635645
["o"],0.9217134416543574
["n"],0.8778926637124569
["b"],0.9470704086656819
["g"],0.5209256523879862
["l"],0.31117676021664203
["s"],0.8028064992614475
["t"],0.7602166420482521
["v"],0.49729197439684886
["w"],0.9763663220088626
["x"],0.4500246184145741
["f","k","o"],0.604628261939931
["f","k","n"],0.5603151157065485
["b","f","k"],0.6166912850812407
["f","g","k"],0.33739537173806006
["f","k","s"],0.4544559330379124
["f","k","t"],0.4517479074347612
["f","k","v"],0.33850320039389464
["f","k","w"],0.6410635155096012
["d","e","f"],0.38749384539635645
["e","f","o"],0.8862629246676514
["e","f","n"],0.8778926637124569
["b","e","f"],0.9116198916789758
["e","f","g"],0.49729197439684886
["e","f","l"],0.31117676021664203
["e","f","s"],0.7673559822747416
["e","f","t"],0.724766125061546
["e","f","v"],0.4795667159034958
["e","f","w"],0.9409158050221565
["e","f","x"],0.4322993599212211
["d","f","o"],0.38207779419005417
["d","f","n"],0.3638601674052191
["b","d","f"],0.37863121614968
["d","f","s"],0.31954702117183653
["d","f","w"],0.38749384539635645
["f","n","o"],0.7996061053668144
["b","f","o"],0.8687838503200394
["f","g","o"],0.47858197932053176
["f","l","o"],0.31117676021664203
["f","o","s"],0.7321516494337764
["f","o","t"],0.6863613983259478
["f","o","v"],0.48645987198424423
["f","o","w"],0.8980797636632201
["f","o","x"],0.4263909404234367
["b","f","n"],0.8249630723781388
["f","g","n"],0.4322993599212211
["f","n","s"],0.7516001969473166
["f","n","t"],0.7090103397341211
["f","n","v"],0.4441161989167898
["f","n","w"],0.8542589857213195
["f","n","x"],0.3889709502708026
["b","f","g"],0.4977843426883309
["b","f","l"],0.310438207779419
["b","f","s"],0.7535696701132447
["b","f","t"],0.7287050713934022
["b","f","v"],0.46971935007385524
["b","f","w"],0.9234367306745446
["b","f","x"],0.4263909404234367
["f","g","s"],0.38872476612506157
["f","g","t"],0.3776464795667159
["f","g","w"],0.5209256523879862
["f","s","t"],0.7333825701624815
["f","s","v"],0.39438700147710487
["f","s","w"],0.7791728212703102
["f","s","x"],0.35745937961595275
["f","t","v"],0.37518463810930575
["f","t","w"],0.7602166420482521
["f","t","x"],0.3293943870014771
["f","v","w"],0.4854751354012802
["f","w","x"],0.4441161989167898
["c","e","k"],0.5573609059576563
["c","k","o"],0.5445593303791236
["c","k","n"],0.4707040866568193
["b","c","k"],0.5270802560315115
["c","k","s"],0.3709995076317085
["c","k","t"],0.36312161496799605
["c","k","v"],0.3375184638109306
["c","k","w"],0.551452486459872
["c","d","e"],0.37567700640078777
["c","e","o"],0.7769571639586411
["c","e","n"],0.7331363860167405
["b","c","e"],0.7668636139832595
["c","e","g"],0.36730674544559333
["c","e","l"],0.3023141309699655
["c","e","s"],0.6314623338257016
["c","e","t"],0.5829640571147218
["c","e","v"],0.464795667159035
["c","e","w"],0.7961595273264401
["c","e","x"],0.3663220088626292
["c","d","o"],0.3702609551944855
["c","d","n"],0.3520433284096504
["b","c","d"],0.36681437715411125
["c","d","s"],0.30773018217626785
["c","d","w"],0.37567700640078777
["c","n","o"],0.690300344657804
["b","c","o"],0.759478089611029
["c","g","o"],0.38404726735598227
["c","l","o"],0.3023141309699655
["c","o","s"],0.6294928606597735
["c","o","t"],0.5800098473658296
["c","o","v"],0.47168882323978334
["c","o","w"],0.7887740029542097
["c","o","x"],0.3722304283604136
["b","c","n"],0.6802067946824224
["c","g","n"],0.3023141309699655
["c","n","s"],0.6157065484982767
["c","n","t"],0.5672082717872969
["c","n","v"],0.4293451501723289
["c","n","w"],0.7095027080256031
["c","n","x"],0.3229935992122107
["b","c","g"],0.36779911373707536
["b","c","l"],0.30157557853274247
["b","c","s"],0.6176760216642049
["b","c","t"],0.5869030034465781
["b","c","v"],0.4549483013293944
["b","c","w"],0.7786804529788282
["b","c","x"],0.3604135893648449
["c","g","w"],0.3909404234367307
["c","s","t"],0.5997045790251108
["c","s","v"],0.3803545051698671
["c","s","w"],0.6432791728212703
["c","t","v"],0.36336779911373707
["c","t","w"],0.6184145741014279
["c","v","w"],0.4707040866568193
["c","w","x"],0.37813884785819796
["e","k","o"],0.604628261939931
["e","k","n"],0.5603151157065485
["b","e","k"],0.6166912850812407
["e","g","k"],0.33739537173806006
["e","k","s"],0.4544559330379124
["e","k","t"],0.4517479074347612
["e","k","v"],0.33850320039389464
["e","k","w"],0.6410635155096012
["k","n","o"],0.517971442639094
["b","k","o"],0.5743476120137863
["g","k","o"],0.30785327424913833
["k","o","s"],0.4190054160512063
["k","o","t"],0.413835548990645
["k","o","v"],0.33850320039389464
["k","o","w"],0.5987198424421467
["b","k","n"],0.5300344657804037
["k","n","s"],0.43870014771048743
["k","n","t"],0.4359921221073363
["k","n","v"],0.30305268340718855
["k","n","w"],0.5544066962087641
["b","g","k"],0.32311669128508125
["b","k","s"],0.4273756770064008
["b","k","t"],0.4320531757754801
["b","k","v"],0.32200886262924666
["b","k","w"],0.6107828655834564
["g","k","w"],0.33739537173806006
["k","s","t"],0.4278680452978828
["k","s","w"],0.448547513540128
["k","t","w"],0.4517479074347612
["k","v","w"],0.3355489906450025
["d","e","o"],0.38207779419005417
["d","e","n"],0.3638601674052191
["b","d","e"],0.37863121614968
["d","e","s"],0.31954702117183653
["d","e","w"],0.38749384539635645
["e","n","o"],0.7996061053668144
["b","e","o"],0.8333333333333334
["e","g","o"],0.4549483013293944
["e","l","o"],0.31117676021664203
["e","o","s"],0.6967011324470704
["e","o","t"],0.6509108813392418
["e","o","v"],0.4687346134908912
["e","o","w"],0.8626292466765141
["e","o","x"],0.4086656819300837
["b","e","n"],0.8249630723781388
["e","g","n"],0.4322993599212211
["e","n","s"],0.7516001969473166
["e","n","t"],0.7090103397341211
["e","n","v"],0.4441161989167898
["e","n","w"],0.8542589857213195
["e","n","x"],0.3889709502708026
["b","e","g"],0.4741506646971935
["b","e","l"],0.310438207779419
["b","e","s"],0.7181191531265386
["b","e","t"],0.6932545544066963
["b","e","v"],0.4519940915805022
["b","e","w"],0.8879862136878385
["b","e","x"],0.4086656819300837
["e","g","s"],0.36509108813392416
["e","g","t"],0.3540128015755785
["e","g","w"],0.49729197439684886
["e","s","t"],0.6979320531757754
["e","s","v"],0.3766617429837518
["e","s","w"],0.7437223042836041
["e","s","x"],0.3397341211225997
["e","t","v"],0.35745937961595275
["e","t","w"],0.724766125061546
["e","t","x"],0.31166912850812406
["e","v","w"],0.46774987690792713
["e","w","x"],0.4263909404234367
["d","n","o"],0.3584441161989168
["b","d","o"],0.37321516494337764
["d","o","s"],0.3190546528803545
["d","o","w"],0.38207779419005417
["b","d","n"],0.35499753815854257
["d","n","s"],0.31954702117183653
["d","n","w"],0.3638601674052191
["b","d","s"],0.31363860167405216
["b","d","w"],0.37863121614968
["d","s","w"],0.31954702117183653
["b","n","o"],0.7466765140324964
["g","n","o"],0.38995568685376664
["n","o","s"],0.6809453471196455
["n","o","t"],0.6351550960118169
["n","o","v"],0.43328409650418515
["n","o","w"],0.775972427375677
["n","o","x"],0.36533727227966517
["b","g","o"],0.4554406696208764
["b","l","o"],0.310438207779419
["b","o","s"],0.6829148202855736
["b","o","t"],0.654849827671098
["b","o","v"],0.4588872476612506
["b","o","w"],0.845150172328902
["b","o","x"],0.40275726243229937
["g","o","s"],0.34859675036927623
["g","o","t"],0.3353028064992615
["g","o","w"],0.47858197932053176
["o","s","t"],0.6627277203348104
["o","s","v"],0.38355489906450024
["o","s","w"],0.7085179714426391
["o","s","x"],0.3362875430822255
["o","t","v"],0.3643525356967011
["o","t","w"],0.6863613983259478
["o","t","x"],0.3072378138847858
["o","v","w"],0.47464303298867555
["o","w","x"],0.4204825209256524
["b","g","n"],0.4091580502215657
["b","n","s"],0.7023633677991138
["b","n","t"],0.6774987690792713
["b","n","v"],0.41654357459379615
["b","n","w"],0.8013293943870015
["b","n","x"],0.36533727227966517
["g","n","s"],0.3552437223042836
["g","n","t"],0.34416543574593794
["g","n","w"],0.4322993599212211
["n","s","t"],0.6821762678483506
["n","s","v"],0.3766617429837518
["n","s","w"],0.7279665189561793
["n","s","x"],0.33185622845888724
["n","t","v"],0.35745937961595275
["n","t","w"],0.7090103397341211
["n","t","x"],0.30379123584441164
["n","v","w"],0.4322993599212211
["n","w","x"],0.3830625307730182
["b","g","s"],0.3655834564254062
["b","g","t"],0.361890694239291
["b","g","w"],0.4977843426883309
["b","s","t"],0.7018709995076317
["b","s","v"],0.36976858690300346
["b","s","w"],0.7299359921221074
["b","s","x"],0.3348104382077794
["b","t","v"],0.35942885278188086
["b","t","w"],0.7287050713934022
["b","t","x"],0.31363860167405216
["b","v","w"],0.45790251107828656
["b","w","x"],0.4204825209256524
["g","s","t"],0.36952240275726245
["g","s","w"],0.38872476612506157
["g","t","w"],0.3776464795667159
["s","t","v"],0.35745937961595275
["s","t","w"],0.7333825701624815
["s","t","x"],0.31954702117183653
["s","v","w"],0.3825701624815362
["s","w","x"],0.3515509601181684
["t","v","w"],0.37518463810930575
["t","w","x"],0.3293943870014771
["?","e","f","p"],0.3052683407188577
["?","f","n","p"],0.3052683407188577
["?","e","n","p"],0.3052683407188577
["?","e","f","n"],0.3052683407188577
["c","f","p","y"],0.5837026095519449
["f","k","p","y"],0.40952732644017725
["e","f","p","y"],0.5910881339241753
["f","o","p","y"],0.5654849827671098
["f","n","p","y"],0.516248153618907
["b","f","p","y"],0.5598227474150664
["f","p","s","y"],0.42269817823732153
["f","p","t","y"],0.4155588380108321
["f","p","w","y"],0.5792712949286066
["c","k","p","y"],0.4090349581486952
["c","e","p","y"],0.5837026095519449
["c","o","p","y"],0.5580994583948794
["c","n","p","y"],0.5088626292466765
["b","c","p","y"],0.552437223042836
["c","p","s","y"],0.41568193008370263
["c","p","t","y"],0.4096504185130478
["c","p","w","y"],0.5718857705563761
["e","k","p","y"],0.40952732644017725
["k","o","p","y"],0.40066469719350073
["k","n","p","y"],0.3346873461349089
["b","k","p","y"],0.39278680452978826
["k","p","w","y"],0.4065731166912851
["e","o","p","y"],0.5654849827671098
["e","n","p","y"],0.516248153618907
["b","e","p","y"],0.5598227474150664
["e","p","s","y"],0.42269817823732153
["e","p","t","y"],0.4155588380108321
["e","p","w","y"],0.5792712949286066
["n","o","p","y"],0.49064500246184145
["b","o","p","y"],0.534219596258001
["o","p","s","y"],0.40251107828655835
["o","p","t","y"],0.39438700147710487
["o","p","w","y"],0.5536681437715412
["b","n","p","y"],0.48498276710979815
["n","p","s","y"],0.4098966026587888
["n","p","t","y"],0.40275726243229937
["n","p","w","y"],0.5044313146233382
["b","p","s","y"],0.3951255539143279
["b","p","t","y"],0.3998030526834072
["b","p","w","y"],0.5480059084194978
["p","s","t","y"],0.396848842934515
["p","s","w","y"],0.41088133924175285
["p","t","w","y"],0.4155588380108321
["c","f","k","y"],0.4090349581486952
["c","e","f","y"],0.5837026095519449
["c","f","o","y"],0.5580994583948794
["c","f","n","y"],0.5088626292466765
["b","c","f","y"],0.552437223042836
["c","f","s","y"],0.41568193008370263
["c","f","t","y"],0.4096504185130478
["c","f","w","y"],0.5718857705563761
["e","f","k","y"],0.40952732644017725
["f","k","o","y"],0.40066469719350073
["f","k","n","y"],0.3346873461349089
["b","f","k","y"],0.39278680452978826
["f","k","w","y"],0.4065731166912851
["e","f","o","y"],0.5654849827671098
["e","f","n","y"],0.516248153618907
["b","e","f","y"],0.5598227474150664
["e","f","s","y"],0.42269817823732153
["e","f","t","y"],0.4155588380108321
["e","f","w","y"],0.5792712949286066
["f","n","o","y"],0.49064500246184145
["b","f","o","y"],0.534219596258001
["f","o","s","y"],0.40251107828655835
["f","o","t","y"],0.39438700147710487
["f","o","w","y"],0.5536681437715412
["b","f","n","y"],0.48498276710979815
["f","n","s","y"],0.4098966026587888
["f","n","t","y"],0.40275726243229937
["f","n","w","y"],0.5044313146233382
["b","f","s","y"],0.3951255539143279
["b","f","t","y"],0.3998030526834072
["b","f","w","y"],0.5480059084194978
["f","s","t","y"],0.396848842934515
["f","s","w","y"],0.41088133924175285
["f","t","w","y"],0.4155588380108321
["c","e","k","y"],0.4090349581486952
["c","k","o","y"],0.4001723289020187
["c","k","n","y"],0.3341949778434269
["b","c","k","y"],0.39229443623830623
["c","k","w","y"],0.40608074839980307
["c","e","o","y"],0.5580994583948794
["c","e","n","y"],0.5088626292466765
["b","c","e","y"],0.552437223042836
["c","e","s","y"],0.41568193008370263
["c","e","t","y"],0.4096504185130478
["c","e","w","y"],0.5718857705563761
["c","n","o","y"],0.483259478089611
["b","c","o","y"],0.5268340718857706
["c","o","s","y"],0.39549483013293946
["c","o","t","y"],0.38847858197932056
["c","o","w","y"],0.5462826193993107
["b","c","n","y"],0.4775972427375677
["c","n","s","y"],0.40288035450516985
["c","n","t","y"],0.396848842934515
["c","n","w","y"],0.49704579025110784
["b","c","s","y"],0.388109305760709
["b","c","t","y"],0.39389463318562284
["b","c","w","y"],0.5406203840472673
["c","s","t","y"],0.3909404234367307
["c","s","w","y"],0.4038650910881339
["c","t","w","y"],0.4096504185130478
["e","k","o","y"],0.40066469719350073
["e","k","n","y"],0.3346873461349089
["b","e","k","y"],0.39278680452978826
["e","k","w","y"],0.4065731166912851
["k","n","o","y"],0.3258247168882324
["b","k","o","y"],0.3839241752831118
["k","o","w","y"],0.3977104874446086
["b","k","n","y"],0.3179468242245199
["k","n","w","y"],0.33173313638601676
["b","k","w","y"],0.3898325947808961
["e","n","o","y"],0.49064500246184145
["b","e","o","y"],0.534219596258001
["e","o","s","y"],0.40251107828655835
["e","o","t","y"],0.39438700147710487
["e","o","w","y"],0.5536681437715412
["b","e","n","y"],0.48498276710979815
["e","n","s","y"],0.4098966026587888
["e","n","t","y"],0.40275726243229937
["e","n","w","y"],0.5044313146233382
["b","e","s","y"],0.3951255539143279
["b","e","t","y"],0.3998030526834072
["b","e","w","y"],0.5480059084194978
["e","s","t","y"],0.396848842934515
["e","s","w","y"],0.41088133924175285
["e","t","w","y"],0.4155588380108321
["b","n","o","y"],0.45937961595273263
["n","o","s","y"],0.3897095027080256
["n","o","t","y"],0.38158542589857214
["n","o","w","y"],0.47882816346627277
["b","o","s","y"],0.37493845396356473
["b","o","t","y"],0.37863121614968
["b","o","w","y"],0.5224027572624323
["o","s","t","y"],0.3766617429837518
["o","s","w","y"],0.3906942392909897
["o","t","w","y"],0.39438700147710487
["b","n","s","y"],0.3823239783357952
["b","n","t","y"],0.3870014771048744
["b","n","w","y"],0.4731659281142294
["n","s","t","y"],0.38404726735598227
["n","s","w","y"],0.39807976366322007
["n","t","w","y"],0.40275726243229937
["b","s","t","y"],0.3810930576070901
["b","s","w","y"],0.38330871491875923
["b","t","w","y"],0.3998030526834072
["s","t","w","y"],0.396848842934515
["c","f","k","p"],0.5573609059576563
["c","e","f","p"],0.8197932053175776
["c","d","f","p"],0.37567700640078777
["c","f","o","p"],0.8124076809453471
["c","f","n","p"],0.7331363860167405
["b","c","f","p"],0.8023141309699655
["c","f","g","p"],0.3909404234367307
["c","f","l","p"],0.3023141309699655
["c","f","p","s"],0.6669128508124077
["c","f","p","t"],0.6184145741014279
["c","f","p","v"],0.48252092565238797
["c","f","p","w"],0.8316100443131462
["c","f","p","x"],0.38404726735598227
["e","f","k","p"],0.6469719350073855
["f","k","o","p"],0.604628261939931
["f","k","n","p"],0.5603151157065485
["b","f","k","p"],0.6166912850812407
["f","g","k","p"],0.33739537173806006
["f","k","p","s"],0.4544559330379124
["f","k","p","t"],0.4517479074347612
["f","k","p","v"],0.33850320039389464
["f","k","p","w"],0.6410635155096012
["d","e","f","p"],0.38749384539635645
["e","f","o","p"],0.8862629246676514
["e","f","n","p"],0.8778926637124569
["b","e","f","p"],0.9116198916789758
["e","f","g","p"],0.49729197439684886
["e","f","l","p"],0.31117676021664203
["e","f","p","s"],0.7673559822747416
["e","f","p","t"],0.724766125061546
["e","f","p","v"],0.4795667159034958
["e","f","p","w"],0.9409158050221565
["e","f","p","x"],0.4322993599212211
["d","f","o","p"],0.38207779419005417
["d","f","n","p"],0.3638601674052191
["b","d","f","p"],0.37863121614968
["d","f","p","s"],0.31954702117183653
["d","f","p","w"],0.38749384539635645
["f","n","o","p"],0.7996061053668144
["b","f","o","p"],0.8687838503200394
["f","g","o","p"],0.47858197932053176
["f","l","o","p"],0.31117676021664203
["f","o","p","s"],0.7321516494337764
["f","o","p","t"],0.6863613983259478
["f","o","p","v"],0.48645987198424423
["f","o","p","w"],0.8980797636632201
["f","o","p","x"],0.4263909404234367
["b","f","n","p"],0.8249630723781388
["f","g","n","p"],0.4322993599212211
["f","n","p","s"],0.7516001969473166
["f","n","p","t"],0.7090103397341211
["f","n","p","v"],0.4441161989167898
["f","n","p","w"],0.8542589857213195
["f","n","p","x"],0.3889709502708026
["b","f","g","p"],0.4977843426883309
["b","f","l","p"],0.310438207779419
["b","f","p","s"],0.7535696701132447
["b","f","p","t"],0.7287050713934022
["b","f","p","v"],0.46971935007385524
["b","f","p","w"],0.9234367306745446
["b","f","p","x"],0.4263909404234367
["f","g","p","s"],0.38872476612506157
["f","g","p","t"],0.3776464795667159
["f","g","p","w"],0.5209256523879862
["f","p","s","t"],0.7333825701624815
["f","p","s","v"],0.39438700147710487
["f","p","s","w"],0.7791728212703102
["f","p","s","x"],0.35745937961595275
["f","p","t","v"],0.37518463810930575
["f","p","t","w"],0.7602166420482521
["f","p","t","x"],0.3293943870014771
["f","p","v","w"],0.4854751354012802
["f","p","w","x"],0.4441161989167898
["c","e","k","p"],0.5573609059576563
["c","k","o","p"],0.5445593303791236
["c","k","n","p"],0.4707040866568193
["b","c","k","p"],0.5270802560315115
["c","k","p","s"],0.3709995076317085
["c","k","p","t"],0.36312161496799605
["c","k","p","v"],0.3375184638109306
["c","k","p","w"],0.551452486459872
["c","d","e","p"],0.37567700640078777
["c","e","o","p"],0.7769571639586411
["c","e","n","p"],0.7331363860167405
["b","c","e","p"],0.7668636139832595
["c","e","g","p"],0.36730674544559333
["c","e","l","p"],0.3023141309699655
["c","e","p","s"],0.6314623338257016
["c","e","p","t"],0.5829640571147218
["c","e","p","v"],0.464795667159035
["c","e","p","w"],0.7961595273264401
["c","e","p","x"],0.3663220088626292
["c","d","o","p"],0.3702609551944855
["c","d","n","p"],0.3520433284096504
["b","c","d","p"],0.36681437715411125
