"itemSet","support"
579,22531
["y"],0.5910881339241753
["p"],1
["f"],1
["c"],0.8552437223042836
["k"],0.6469719350073855
["e"],0.9645494830132939
["o"],0.9217134416543574
["n"],0.8778926637124569
["b"],0.9470704086656819
["g"],0.5209256523879862
["s"],0.8028064992614475
["t"],0.7602166420482521
["w"],0.9763663220088626
["p","y"],0.5910881339241753
["p","s"],0.8028064992614475
["p","t"],0.7602166420482521
["p","w"],0.9763663220088626
["f","y"],0.5910881339241753
["f","p"],1
["f","k"],0.6469719350073855
["f","o"],0.9217134416543574
["f","n"],0.8778926637124569
["f","g"],0.5209256523879862
["f","s"],0.8028064992614475
["f","t"],0.7602166420482521
["f","w"],0.9763663220088626
["c","y"],0.5837026095519449
["c","p"],0.8552437223042836
["c","f"],0.8552437223042836
["c","k"],0.5573609059576563
["c","e"],0.8197932053175776
["c","o"],0.8124076809453471
["c","n"],0.7331363860167405
["c","s"],0.6669128508124077
["c","t"],0.6184145741014279
["c","w"],0.8316100443131462
["k","p"],0.6469719350073855
["k","o"],0.604628261939931
["k","n"],0.5603151157065485
["k","w"],0.6410635155096012
["e","y"],0.5910881339241753
["e","p"],0.9645494830132939
["e","f"],0.9645494830132939
["e","k"],0.6469719350073855
["e","o"],0.8862629246676514
["e","n"],0.8778926637124569
["e","s"],0.7673559822747416
["e","t"],0.724766125061546
["e","w"],0.9409158050221565
["o","y"],0.5654849827671098
["o","p"],0.9217134416543574
["o","s"],0.7321516494337764
["o","t"],0.6863613983259478
["o","w"],0.8980797636632201
["n","y"],0.516248153618907
["n","p"],0.8778926637124569
["n","o"],0.7996061053668144
["n","s"],0.7516001969473166
["n","t"],0.7090103397341211
["n","w"],0.8542589857213195
["b","y"],0.5598227474150664
["b","p"],0.9470704086656819
["b","f"],0.9470704086656819
["b","c"],0.8023141309699655
["b","k"],0.6166912850812407
["b","e"],0.9116198916789758
["b","o"],0.8687838503200394
["b","n"],0.8249630723781388
["b","s"],0.7535696701132447
["b","t"],0.7287050713934022
["b","w"],0.9234367306745446
["g","p"],0.5209256523879862
["g","w"],0.5209256523879862
["s","t"],0.7333825701624815
["s","w"],0.7791728212703102
["t","w"],0.7602166420482521
["w","y"],0.5792712949286066
["k","n","w"],0.5544066962087641
["k","n","o"],0.517971442639094
["e","p","y"],0.5910881339241753
["e","p","s"],0.7673559822747416
["e","p","t"],0.724766125061546
["e","p","w"],0.9409158050221565
["e","f","p"],0.9645494830132939
["e","f","y"],0.5910881339241753
["e","f","s"],0.7673559822747416
["e","f","t"],0.724766125061546
["e","f","w"],0.9409158050221565
["e","f","k"],0.6469719350073855
["e","f","o"],0.8862629246676514
["e","f","n"],0.8778926637124569
["e","k","p"],0.6469719350073855
["e","k","w"],0.6410635155096012
["e","k","o"],0.604628261939931
["e","k","n"],0.5603151157065485
["e","o","p"],0.8862629246676514
["e","o","y"],0.5654849827671098
["e","o","s"],0.6967011324470704
["e","o","t"],0.6509108813392418
["e","o","w"],0.8626292466765141
["e","n","p"],0.8778926637124569
["e","n","y"],0.516248153618907
["e","n","s"],0.7516001969473166
["e","n","t"],0.7090103397341211
["e","n","w"],0.8542589857213195
["e","n","o"],0.7996061053668144
["e","s","t"],0.6979320531757754
["e","s","w"],0.7437223042836041
["e","t","w"],0.724766125061546
["e","w","y"],0.5792712949286066
["o","p","y"],0.5654849827671098
["o","p","s"],0.7321516494337764
["o","p","t"],0.6863613983259478
["o","p","w"],0.8980797636632201
["o","s","t"],0.6627277203348104
["o","s","w"],0.7085179714426391
["o","t","w"],0.6863613983259478
["o","w","y"],0.5536681437715412
["n","p","y"],0.516248153618907
["n","p","s"],0.7516001969473166
["n","p","t"],0.7090103397341211
["n","p","w"],0.8542589857213195
["n","o","p"],0.7996061053668144
["n","o","s"],0.6809453471196455
["n","o","t"],0.6351550960118169
["n","o","w"],0.775972427375677
["n","s","t"],0.6821762678483506
["n","s","w"],0.7279665189561793
["n","t","w"],0.7090103397341211
["n","w","y"],0.5044313146233382
["b","p","y"],0.5598227474150664
["b","p","s"],0.7535696701132447
["b","p","t"],0.7287050713934022
["b","p","w"],0.9234367306745446
["b","f","p"],0.9470704086656819
["b","f","y"],0.5598227474150664
["b","f","s"],0.7535696701132447
["b","f","t"],0.7287050713934022
["b","f","w"],0.9234367306745446
["b","f","k"],0.6166912850812407
["b","f","o"],0.8687838503200394
["b","f","n"],0.8249630723781388
["b","c","p"],0.8023141309699655
["b","c","y"],0.552437223042836
["b","c","s"],0.6176760216642049
["b","c","t"],0.5869030034465781
["b","c","w"],0.7786804529788282
["b","c","f"],0.8023141309699655
["b","c","k"],0.5270802560315115
["b","c","o"],0.759478089611029
["b","c","n"],0.6802067946824224
["b","c","e"],0.7668636139832595
["b","k","p"],0.6166912850812407
["b","k","w"],0.6107828655834564
["b","k","o"],0.5743476120137863
["b","k","n"],0.5300344657804037
["b","e","p"],0.9116198916789758
["b","e","y"],0.5598227474150664
["b","e","s"],0.7181191531265386
["b","e","t"],0.6932545544066963
["b","e","w"],0.8879862136878385
["b","e","f"],0.9116198916789758
["b","e","k"],0.6166912850812407
["b","e","o"],0.8333333333333334
["b","e","n"],0.8249630723781388
["b","o","p"],0.8687838503200394
["b","o","y"],0.534219596258001
["b","o","s"],0.6829148202855736
["b","o","t"],0.654849827671098
["b","o","w"],0.845150172328902
["b","n","p"],0.8249630723781388
["b","n","s"],0.7023633677991138
["b","n","t"],0.6774987690792713
["b","n","w"],0.8013293943870015
["b","n","o"],0.7466765140324964
["b","s","t"],0.7018709995076317
["b","s","w"],0.7299359921221074
["b","t","w"],0.7287050713934022
["b","w","y"],0.5480059084194978
["g","p","w"],0.5209256523879862
["s","t","w"],0.7333825701624815
["p","s","t","w"],0.7333825701624815
["f","p","s","t"],0.7333825701624815
["f","p","s","w"],0.7791728212703102
["f","p","t","w"],0.7602166420482521
["f","p","w","y"],0.5792712949286066
["f","k","p","w"],0.6410635155096012
["f","k","o","p"],0.604628261939931
["f","k","o","w"],0.5987198424421467
["f","k","n","p"],0.5603151157065485
["f","k","n","w"],0.5544066962087641
["f","k","n","o"],0.517971442639094
["f","o","p","s"],0.7321516494337764
["f","o","p","t"],0.6863613983259478
["f","o","p","w"],0.8980797636632201
["f","o","p","y"],0.5654849827671098
["f","o","s","t"],0.6627277203348104
["f","o","s","w"],0.7085179714426391
["f","o","t","w"],0.6863613983259478
["f","o","w","y"],0.5536681437715412
["f","n","p","s"],0.7516001969473166
["f","n","p","t"],0.7090103397341211
["f","n","p","w"],0.8542589857213195
["f","n","p","y"],0.516248153618907
["f","n","s","t"],0.6821762678483506
["f","n","s","w"],0.7279665189561793
["f","n","t","w"],0.7090103397341211
["f","n","w","y"],0.5044313146233382
["f","n","o","p"],0.7996061053668144
["f","n","o","s"],0.6809453471196455
["f","n","o","t"],0.6351550960118169
["f","n","o","w"],0.775972427375677
["f","g","p","w"],0.5209256523879862
["f","s","t","w"],0.7333825701624815
["c","p","s","t"],0.5997045790251108
["c","p","s","w"],0.6432791728212703
["c","p","t","w"],0.6184145741014279
["c","p","w","y"],0.5718857705563761
["c","f","p","s"],0.6669128508124077
["c","f","p","t"],0.6184145741014279
["c","f","p","w"],0.8316100443131462
["c","f","p","y"],0.5837026095519449
["c","f","s","t"],0.5997045790251108
["c","f","s","w"],0.6432791728212703
["c","f","t","w"],0.6184145741014279
["c","f","w","y"],0.5718857705563761
["c","f","k","p"],0.5573609059576563
["c","f","k","w"],0.551452486459872
["c","f","k","o"],0.5445593303791236
["c","f","o","p"],0.8124076809453471
["c","f","o","s"],0.6294928606597735
["c","f","o","t"],0.5800098473658296
["c","f","o","w"],0.7887740029542097
["c","f","o","y"],0.5580994583948794
["c","f","n","p"],0.7331363860167405
["c","f","n","s"],0.6157065484982767
["c","f","n","t"],0.5672082717872969
["c","f","n","w"],0.7095027080256031
["c","f","n","y"],0.5088626292466765
["c","f","n","o"],0.690300344657804
["c","k","p","w"],0.551452486459872
["c","k","o","p"],0.5445593303791236
["c","k","o","w"],0.5386509108813392
["c","e","p","s"],0.6314623338257016
["c","e","p","t"],0.5829640571147218
["c","e","p","w"],0.7961595273264401
["c","e","p","y"],0.5837026095519449
["c","e","s","t"],0.5642540620384048
["c","e","s","w"],0.6078286558345642
["c","e","t","w"],0.5829640571147218
["c","e","w","y"],0.5718857705563761
["c","e","f","p"],0.8197932053175776
["c","e","f","s"],0.6314623338257016
["c","e","f","t"],0.5829640571147218
["c","e","f","w"],0.7961595273264401
["c","e","f","y"],0.5837026095519449
["c","e","f","k"],0.5573609059576563
["c","e","f","o"],0.7769571639586411
["c","e","f","n"],0.7331363860167405
["c","e","k","p"],0.5573609059576563
["c","e","k","w"],0.551452486459872
["c","e","k","o"],0.5445593303791236
["c","e","o","p"],0.7769571639586411
["c","e","o","s"],0.5940423436730674
["c","e","o","t"],0.5445593303791236
["c","e","o","w"],0.7533234859675036
["c","e","o","y"],0.5580994583948794
["c","e","n","p"],0.7331363860167405
["c","e","n","s"],0.6157065484982767
["c","e","n","t"],0.5672082717872969
["c","e","n","w"],0.7095027080256031
["c","e","n","y"],0.5088626292466765
["c","e","n","o"],0.690300344657804
["c","o","p","s"],0.6294928606597735
["c","o","p","t"],0.5800098473658296
["c","o","p","w"],0.7887740029542097
["c","o","p","y"],0.5580994583948794
["c","o","s","t"],0.5622845888724766
["c","o","s","w"],0.6058591826686361
["c","o","t","w"],0.5800098473658296
["c","o","w","y"],0.5462826193993107
["c","n","p","s"],0.6157065484982767
["c","n","p","t"],0.5672082717872969
["c","n","p","w"],0.7095027080256031
["c","n","p","y"],0.5088626292466765
["c","n","s","t"],0.5484982767109798
["c","n","s","w"],0.5920728705071393
["c","n","t","w"],0.5672082717872969
["c","n","o","p"],0.690300344657804
["c","n","o","s"],0.5782865583456426
["c","n","o","t"],0.5288035450516987
["c","n","o","w"],0.6666666666666666
["c","s","t","w"],0.5997045790251108
["k","o","p","w"],0.5987198424421467
["k","n","p","w"],0.5544066962087641
["k","n","o","p"],0.517971442639094
["k","n","o","w"],0.5120630231413097
["e","p","s","t"],0.6979320531757754
["e","p","s","w"],0.7437223042836041
["e","p","t","w"],0.724766125061546
["e","p","w","y"],0.5792712949286066
["e","f","p","s"],0.7673559822747416
["e","f","p","t"],0.724766125061546
["e","f","p","w"],0.9409158050221565
["e","f","p","y"],0.5910881339241753
["e","f","s","t"],0.6979320531757754
["e","f","s","w"],0.7437223042836041
["e","f","t","w"],0.724766125061546
["e","f","w","y"],0.5792712949286066
["e","f","k","p"],0.6469719350073855
["e","f","k","w"],0.6410635155096012
["e","f","k","o"],0.604628261939931
["e","f","k","n"],0.5603151157065485
["e","f","o","p"],0.8862629246676514
["e","f","o","s"],0.6967011324470704
["e","f","o","t"],0.6509108813392418
["e","f","o","w"],0.8626292466765141
["e","f","o","y"],0.5654849827671098
["e","f","n","p"],0.8778926637124569
["e","f","n","s"],0.7516001969473166
["e","f","n","t"],0.7090103397341211
["e","f","n","w"],0.8542589857213195
["e","f","n","y"],0.516248153618907
["e","f","n","o"],0.7996061053668144
["e","k","p","w"],0.6410635155096012
["e","k","o","p"],0.604628261939931
["e","k","o","w"],0.5987198424421467
["e","k","n","p"],0.5603151157065485
["e","k","n","w"],0.5544066962087641
["e","k","n","o"],0.517971442639094
["e","o","p","s"],0.6967011324470704
["e","o","p","t"],0.6509108813392418
["e","o","p","w"],0.8626292466765141
["e","o","p","y"],0.5654849827671098
["e","o","s","t"],0.6272772033481043
["e","o","s","w"],0.6730674544559331
["e","o","t","w"],0.6509108813392418
["e","o","w","y"],0.5536681437715412
["e","n","p","s"],0.7516001969473166
["e","n","p","t"],0.7090103397341211
["e","n","p","w"],0.8542589857213195
["e","n","p","y"],0.516248153618907
["e","n","s","t"],0.6821762678483506
["e","n","s","w"],0.7279665189561793
["e","n","t","w"],0.7090103397341211
["e","n","w","y"],0.5044313146233382
["e","n","o","p"],0.7996061053668144
["e","n","o","s"],0.6809453471196455
["e","n","o","t"],0.6351550960118169
["e","n","o","w"],0.775972427375677
["e","s","t","w"],0.6979320531757754
["o","p","s","t"],0.6627277203348104
["o","p","s","w"],0.7085179714426391
["o","p","t","w"],0.6863613983259478
["o","p","w","y"],0.5536681437715412
["o","s","t","w"],0.6627277203348104
["n","p","s","t"],0.6821762678483506
["n","p","s","w"],0.7279665189561793
["n","p","t","w"],0.7090103397341211
["n","p","w","y"],0.5044313146233382
["n","o","p","s"],0.6809453471196455
["n","o","p","t"],0.6351550960118169
["n","o","p","w"],0.775972427375677
["n","o","s","t"],0.6115214180206795
["n","o","s","w"],0.6573116691285081
["n","o","t","w"],0.6351550960118169
["n","s","t","w"],0.6821762678483506
["b","p","s","t"],0.7018709995076317
["b","p","s","w"],0.7299359921221074
["b","p","t","w"],0.7287050713934022
["b","p","w","y"],0.5480059084194978
["b","f","p","s"],0.7535696701132447
["b","f","p","t"],0.7287050713934022
["b","f","p","w"],0.9234367306745446
["b","f","p","y"],0.5598227474150664
["b","f","s","t"],0.7018709995076317
["b","f","s","w"],0.7299359921221074
["b","f","t","w"],0.7287050713934022
["b","f","w","y"],0.5480059084194978
["b","f","k","p"],0.6166912850812407
["b","f","k","w"],0.6107828655834564
["b","f","k","o"],0.5743476120137863
["b","f","k","n"],0.5300344657804037
["b","f","o","p"],0.8687838503200394
["b","f","o","s"],0.6829148202855736
["b","f","o","t"],0.654849827671098
["b","f","o","w"],0.845150172328902
["b","f","o","y"],0.534219596258001
["b","f","n","p"],0.8249630723781388
["b","f","n","s"],0.7023633677991138
["b","f","n","t"],0.6774987690792713
["b","f","n","w"],0.8013293943870015
["b","f","n","o"],0.7466765140324964
["b","c","p","s"],0.6176760216642049
["b","c","p","t"],0.5869030034465781
["b","c","p","w"],0.7786804529788282
["b","c","p","y"],0.552437223042836
["b","c","s","t"],0.568193008370261
["b","c","s","w"],0.5940423436730674
["b","c","t","w"],0.5869030034465781
["b","c","w","y"],0.5406203840472673
["b","c","f","p"],0.8023141309699655
["b","c","f","s"],0.6176760216642049
["b","c","f","t"],0.5869030034465781
["b","c","f","w"],0.7786804529788282
["b","c","f","y"],0.552437223042836
["b","c","f","k"],0.5270802560315115
["b","c","f","o"],0.759478089611029
["b","c","f","n"],0.6802067946824224
["b","c","k","p"],0.5270802560315115
["b","c","k","w"],0.5211718365337272
["b","c","k","o"],0.5142786804529789
["b","c","o","p"],0.759478089611029
["b","c","o","s"],0.5802560315115707
["b","c","o","t"],0.5484982767109798
["b","c","o","w"],0.7358444116198917
["b","c","o","y"],0.5268340718857706
["b","c","n","p"],0.6802067946824224
["b","c","n","s"],0.5664697193500738
["b","c","n","t"],0.535696701132447
["b","c","n","w"],0.656573116691285
["b","c","n","o"],0.6373707533234859
["b","c","e","p"],0.7668636139832595
["b","c","e","s"],0.5822255046774988
["b","c","e","t"],0.551452486459872
["b","c","e","w"],0.7432299359921221
["b","c","e","y"],0.552437223042836
["b","c","e","f"],0.7668636139832595
["b","c","e","k"],0.5270802560315115
["b","c","e","o"],0.724027572624323
["b","c","e","n"],0.6802067946824224
["b","k","p","w"],0.6107828655834564
["b","k","o","p"],0.5743476120137863
["b","k","o","w"],0.568439192516002
["b","k","n","p"],0.5300344657804037
["b","k","n","w"],0.5241260462826194
["b","e","p","s"],0.7181191531265386
["b","e","p","t"],0.6932545544066963
["b","e","p","w"],0.8879862136878385
["b","e","p","y"],0.5598227474150664
["b","e","s","t"],0.6664204825209257
["b","e","s","w"],0.6944854751354013
["b","e","t","w"],0.6932545544066963
["b","e","w","y"],0.5480059084194978
["b","e","f","p"],0.9116198916789758
["b","e","f","s"],0.7181191531265386
["b","e","f","t"],0.6932545544066963
["b","e","f","w"],0.8879862136878385
["b","e","f","y"],0.5598227474150664
["b","e","f","k"],0.6166912850812407
["b","e","f","o"],0.8333333333333334
["b","e","f","n"],0.8249630723781388
["b","e","k","p"],0.6166912850812407
["b","e","k","w"],0.6107828655834564
["b","e","k","o"],0.5743476120137863
["b","e","k","n"],0.5300344657804037
["b","e","o","p"],0.8333333333333334
["b","e","o","s"],0.6474643032988675
["b","e","o","t"],0.6193993106843919
["b","e","o","w"],0.809699655342196
["b","e","o","y"],0.534219596258001
["b","e","n","p"],0.8249630723781388
["b","e","n","s"],0.7023633677991138
["b","e","n","t"],0.6774987690792713
["b","e","n","w"],0.8013293943870015
["b","e","n","o"],0.7466765140324964
["b","o","p","s"],0.6829148202855736
["b","o","p","t"],0.654849827671098
["b","o","p","w"],0.845150172328902
["b","o","p","y"],0.534219596258001
["b","o","s","t"],0.6312161496799606
["b","o","s","w"],0.6592811422944362
["b","o","t","w"],0.654849827671098
["b","o","w","y"],0.5224027572624323
["b","n","p","s"],0.7023633677991138
["b","n","p","t"],0.6774987690792713
["b","n","p","w"],0.8013293943870015
["b","n","s","t"],0.6506646971935007
["b","n","s","w"],0.6787296898079763
["b","n","t","w"],0.6774987690792713
["b","n","o","p"],0.7466765140324964
["b","n","o","s"],0.6317085179714427
["b","n","o","t"],0.603643525356967
["b","n","o","w"],0.7230428360413589
["b","s","t","w"],0.7018709995076317
["f","p","s","t","w"],0.7333825701624815
["f","k","o","p","w"],0.5987198424421467
["f","k","n","p","w"],0.5544066962087641
["f","k","n","o","p"],0.517971442639094
["f","k","n","o","w"],0.5120630231413097
["f","o","p","s","t"],0.6627277203348104
["f","o","p","s","w"],0.7085179714426391
["f","o","p","t","w"],0.6863613983259478
["f","o","p","w","y"],0.5536681437715412
["f","o","s","t","w"],0.6627277203348104
["f","n","p","s","t"],0.6821762678483506
["f","n","p","s","w"],0.7279665189561793
["f","n","p","t","w"],0.7090103397341211
["f","n","p","w","y"],0.5044313146233382
["f","n","s","t","w"],0.6821762678483506
["f","n","o","p","s"],0.6809453471196455
["f","n","o","p","t"],0.6351550960118169
["f","n","o","p","w"],0.775972427375677
["f","n","o","s","t"],0.6115214180206795
["f","n","o","s","w"],0.6573116691285081
["f","n","o","t","w"],0.6351550960118169
["c","p","s","t","w"],0.5997045790251108
["c","f","p","s","t"],0.5997045790251108
["c","f","p","s","w"],0.6432791728212703
["c","f","p","t","w"],0.6184145741014279
["c","f","p","w","y"],0.5718857705563761
["c","f","s","t","w"],0.5997045790251108
["c","f","k","p","w"],0.551452486459872
["c","f","k","o","p"],0.5445593303791236
["c","f","k","o","w"],0.5386509108813392
["c","f","o","p","s"],0.6294928606597735
["c","f","o","p","t"],0.5800098473658296
["c","f","o","p","w"],0.7887740029542097
["c","f","o","p","y"],0.5580994583948794
["c","f","o","s","t"],0.5622845888724766
["c","f","o","s","w"],0.6058591826686361
["c","f","o","t","w"],0.5800098473658296
["c","f","o","w","y"],0.5462826193993107
["c","f","n","p","s"],0.6157065484982767
["c","f","n","p","t"],0.5672082717872969
["c","f","n","p","w"],0.7095027080256031
["c","f","n","p","y"],0.5088626292466765
["c","f","n","s","t"],0.5484982767109798
["c","f","n","s","w"],0.5920728705071393
["c","f","n","t","w"],0.5672082717872969
["c","f","n","o","p"],0.690300344657804
["c","f","n","o","s"],0.5782865583456426
["c","f","n","o","t"],0.5288035450516987
["c","f","n","o","w"],0.6666666666666666
["c","k","o","p","w"],0.5386509108813392
["c","e","p","s","t"],0.5642540620384048
["c","e","p","s","w"],0.6078286558345642
["c","e","p","t","w"],0.5829640571147218
["c","e","p","w","y"],0.5718857705563761
["c","e","s","t","w"],0.5642540620384048
["c","e","f","p","s"],0.6314623338257016
["c","e","f","p","t"],0.5829640571147218
["c","e","f","p","w"],0.7961595273264401
["c","e","f","p","y"],0.5837026095519449
["c","e","f","s","t"],0.5642540620384048
["c","e","f","s","w"],0.6078286558345642
["c","e","f","t","w"],0.5829640571147218
["c","e","f","w","y"],0.5718857705563761
["c","e","f","k","p"],0.5573609059576563
["c","e","f","k","w"],0.551452486459872
["c","e","f","k","o"],0.5445593303791236
["c","e","f","o","p"],0.7769571639586411
["c","e","f","o","s"],0.5940423436730674
["c","e","f","o","t"],0.5445593303791236
["c","e","f","o","w"],0.7533234859675036
["c","e","f","o","y"],0.5580994583948794
["c","e","f","n","p"],0.7331363860167405
["c","e","f","n","s"],0.6157065484982767
["c","e","f","n","t"],0.5672082717872969
["c","e","f","n","w"],0.7095027080256031
["c","e","f","n","y"],0.5088626292466765
["c","e","f","n","o"],0.690300344657804
["c","e","k","p","w"],0.551452486459872
["c","e","k","o","p"],0.5445593303791236
["c","e","k","o","w"],0.5386509108813392
["c","e","o","p","s"],0.5940423436730674
["c","e","o","p","t"],0.5445593303791236
["c","e","o","p","w"],0.7533234859675036
["c","e","o","p","y"],0.5580994583948794
["c","e","o","s","t"],0.5268340718857706
["c","e","o","s","w"],0.57040866568193
["c","e","o","t","w"],0.5445593303791236
["c","e","o","w","y"],0.5462826193993107
["c","e","n","p","s"],0.6157065484982767
["c","e","n","p","t"],0.5672082717872969
["c","e","n","p","w"],0.7095027080256031
["c","e","n","p","y"],0.5088626292466765
["c","e","n","s","t"],0.5484982767109798
["c","e","n","s","w"],0.5920728705071393
["c","e","n","t","w"],0.5672082717872969
["c","e","n","o","p"],0.690300344657804
["c","e","n","o","s"],0.5782865583456426
["c","e","n","o","t"],0.5288035450516987
["c","e","n","o","w"],0.6666666666666666
["c","o","p","s","t"],0.5622845888724766
["c","o","p","s","w"],0.6058591826686361
["c","o","p","t","w"],0.5800098473658296
["c","o","p","w","y"],0.5462826193993107
["c","o","s","t","w"],0.5622845888724766
["c","n","p","s","t"],0.5484982767109798
["c","n","p","s","w"],0.5920728705071393
["c","n","p","t","w"],0.5672082717872969
["c","n","s","t","w"],0.5484982767109798
["c","n","o","p","s"],0.5782865583456426
["c","n","o","p","t"],0.5288035450516987
["c","n","o","p","w"],0.6666666666666666
["c","n","o","s","t"],0.5110782865583456
["c","n","o","s","w"],0.5546528803545052
["c","n","o","t","w"],0.5288035450516987
["k","n","o","p","w"],0.5120630231413097
["e","p","s","t","w"],0.6979320531757754
["e","f","p","s","t"],0.6979320531757754
["e","f","p","s","w"],0.7437223042836041
["e","f","p","t","w"],0.724766125061546
["e","f","p","w","y"],0.5792712949286066
["e","f","s","t","w"],0.6979320531757754
["e","f","k","p","w"],0.6410635155096012
["e","f","k","o","p"],0.604628261939931
["e","f","k","o","w"],0.5987198424421467
["e","f","k","n","p"],0.5603151157065485
["e","f","k","n","w"],0.5544066962087641
["e","f","k","n","o"],0.517971442639094
["e","f","o","p","s"],0.6967011324470704
["e","f","o","p","t"],0.6509108813392418
["e","f","o","p","w"],0.8626292466765141
["e","f","o","p","y"],0.5654849827671098
["e","f","o","s","t"],0.6272772033481043
["e","f","o","s","w"],0.6730674544559331
["e","f","o","t","w"],0.6509108813392418
["e","f","o","w","y"],0.5536681437715412
["e","f","n","p","s"],0.7516001969473166
["e","f","n","p","t"],0.7090103397341211
["e","f","n","p","w"],0.8542589857213195
["e","f","n","p","y"],0.516248153618907
["e","f","n","s","t"],0.6821762678483506
["e","f","n","s","w"],0.7279665189561793
["e","f","n","t","w"],0.7090103397341211
["e","f","n","w","y"],0.5044313146233382
["e","f","n","o","p"],0.7996061053668144
["e","f","n","o","s"],0.6809453471196455
["e","f","n","o","t"],0.6351550960118169
