"itemSet","support"
["740"],0.017087845968712396
["742"],0.010348977135980746
["744"],0.02214199759326113
["746"],0.020938628158844765
["749"],0.012996389891696752
["752"],0.031287605294825514
["758"],0.027196149217809867
["763"],0.01901323706377858
["765"],0.018050541516245487
["766"],0.055114320096269556
["769"],0.019494584837545126
["774"],0.017087845968712396
["775"],0.038267148014440436
["778"],0.025511432009626956
["780"],0.020697954271961493
["782"],0.029362214199759325
["784"],0.01227436823104693
["788"],0.03056558363417569
["789"],0.03802647412755716
["790"],0.012515042117930204
["792"],0.014199759326113117
["793"],0.03104693140794224
["795"],0.034416365824308064
["797"],0.024789410348977137
["798"],0.026233453670276775
["800"],0.019253910950661854
["803"],0.024789410348977137
["804"],0.017087845968712396
["805"],0.016365824308062576
["809"],0.023345367027677498
["810"],0.013237063778580024
["812"],0.015403128760529482
["814"],0.0161251504211793
["815"],0.011793020457280385
["819"],0.013237063778580024
["820"],0.014681107099879662
["823"],0.011070998796630566
["825"],0.0296028880866426
["826"],0.024067388688327317
["829"],0.06522262334536703
["832"],0.02117930204572804
["834"],0.013959085439229843
["838"],0.012033694344163659
["839"],0.010108303249097473
["841"],0.01660649819494585
["843"],0.01227436823104693
["844"],0.027196149217809867
["846"],0.01660649819494585
["853"],0.017328519855595668
["854"],0.03056558363417569
["857"],0.013959085439229843
["859"],0.012996389891696752
["860"],0.011793020457280385
["862"],0.03489771359807461
["867"],0.01588447653429603
["871"],0.02815884476534296
["874"],0.02430806257521059
["878"],0.02045728038507822
["883"],0.04524669073405536
["884"],0.01829121540312876
["885"],0.0322503008423586
["886"],0.030806257521058963
["887"],0.018772563176895306
["888"],0.03369434416365824
["890"],0.013477737665463297
["893"],0.02045728038507822
["895"],0.04091456077015644
["897"],0.019253910950661854
["899"],0.011552346570397111
["906"],0.014199759326113117
["910"],0.016365824308062576
["912"],0.01227436823104693
["913"],0.017328519855595668
["914"],0.038267148014440436
["918"],0.027677496991576414
["919"],0.03345367027677497
["921"],0.024789410348977137
["922"],0.012033694344163659
["923"],0.01901323706377858
["932"],0.01901323706377858
["935"],0.01756919374247894
["937"],0.04789410348977136
["941"],0.012033694344163659
["944"],0.02815884476534296
["946"],0.014199759326113117
["947"],0.0368231046931408
["948"],0.010348977135980746
["949"],0.01227436823104693
["950"],0.013237063778580024
["952"],0.012996389891696752
["956"],0.037785800240673885
["960"],0.025752105896510228
["963"],0.01131167268351384
["964"],0.015403128760529482
["966"],0.03706377858002407
["967"],0.014921780986762936
["970"],0.019975932611311673
["975"],0.018050541516245487
["978"],0.010348977135980746
["980"],0.010108303249097473
["981"],0.013959085439229843
["982"],0.018531889290012035
["984"],0.015403128760529482
["988"],0.012755716004813478
["989"],0.0161251504211793
["991"],0.012033694344163659
["992"],0.010348977135980746
["995"],0.014921780986762936
["998"],0.026474127557160047
["217","33"],0.010108303249097473
["283","33"],0.010108303249097473
["33","346"],0.01058965102286402
["33","515"],0.010348977135980746
["39","704"],0.01444043321299639
["39","825"],0.014681107099879662
["684","70"],0.010348977135980746
["70","819"],0.010108303249097473
["217","283"],0.011070998796630566
["217","346"],0.01516245487364621
["217","515"],0.010830324909747292
["283","346"],0.010348977135980746
["283","515"],0.010830324909747292
["346","515"],0.01058965102286402
["368","682"],0.01227436823104693
["368","692"],0.011552346570397111
["368","829"],0.013959085439229843
["392","862"],0.010348977135980746
["529","598"],0.010830324909747292
["704","825"],0.013959085439229843
["788","956"],0.011793020457280385
["789","829"],0.011070998796630566
["923","947"],0.01058965102286402
["33","346","515"],0.010108303249097473
["39","704","825"],0.013237063778580024
["217","283","515"],0.010108303249097473
["217","346","515"],0.010108303249097473
["283","346","515"],0.010108303249097473
